raw,lowerCase,noPunctuation,tokenize,removedStopWords,lematizedWords
"Join us in welcoming the extraordinary talent, Sofia Ramirez, to the stage! Sofia's dance is a seamless blend of passion and precision, promising a performance that will leave an indelible mark on your hearts. Let's give it up for Sofia Ramirez!
","join us in welcoming the extraordinary talent, sofia ramirez, to the stage! sofia's dance is a seamless blend of passion and precision, promising a performance that will leave an indelible mark on your hearts. let's give it up for sofia ramirez!
","join us in welcoming the extraordinary talent sofia ramirez to the stage sofias dance is a seamless blend of passion and precision promising a performance that will leave an indelible mark on your hearts lets give it up for sofia ramirez
","['join', 'us', 'in', 'welcoming', 'the', 'extraordinary', 'talent', 'sofia', 'ramirez', 'to', 'the', 'stage', 'sofias', 'dance', 'is', 'a', 'seamless', 'blend', 'of', 'passion', 'and', 'precision', 'promising', 'a', 'performance', 'that', 'will', 'leave', 'an', 'indelible', 'mark', 'on', 'your', 'hearts', 'lets', 'give', 'it', 'up', 'for', 'sofia', 'ramirez\n']","['join', 'us', 'welcoming', 'extraordinary', 'talent', 'sofia', 'ramirez', 'stage', 'sofias', 'dance', 'seamless', 'blend', 'passion', 'precision', 'promising', 'performance', 'leave', 'indelible', 'mark', 'hearts', 'lets', 'give', 'sofia', 'ramirez\n']","['join', 'u', 'welcoming', 'extraordinary', 'talent', 'sofia', 'ramirez', 'stage', 'sofia', 'dance', 'seamless', 'blend', 'passion', 'precision', 'promising', 'performance', 'leave', 'indelible', 'mark', 'heart', 'let', 'give', 'sofia', 'ramirez\n']"
"Prepare for an unforgettable experience as we present the captivating performance of Daniel Nguyen! With a dance style that embodies both grace and strength, Daniel is set to enchant us all. Please welcome Daniel Nguyen to the spotlight!
","prepare for an unforgettable experience as we present the captivating performance of daniel nguyen! with a dance style that embodies both grace and strength, daniel is set to enchant us all. please welcome daniel nguyen to the spotlight!
","prepare for an unforgettable experience as we present the captivating performance of daniel nguyen with a dance style that embodies both grace and strength daniel is set to enchant us all please welcome daniel nguyen to the spotlight
","['prepare', 'for', 'an', 'unforgettable', 'experience', 'as', 'we', 'present', 'the', 'captivating', 'performance', 'of', 'daniel', 'nguyen', 'with', 'a', 'dance', 'style', 'that', 'embodies', 'both', 'grace', 'and', 'strength', 'daniel', 'is', 'set', 'to', 'enchant', 'us', 'all', 'please', 'welcome', 'daniel', 'nguyen', 'to', 'the', 'spotlight\n']","['prepare', 'unforgettable', 'experience', 'present', 'captivating', 'performance', 'daniel', 'nguyen', 'dance', 'style', 'embodies', 'grace', 'strength', 'daniel', 'set', 'enchant', 'us', 'please', 'welcome', 'daniel', 'nguyen', 'spotlight\n']","['prepare', 'unforgettable', 'experience', 'present', 'captivating', 'performance', 'daniel', 'nguyen', 'dance', 'style', 'embodies', 'grace', 'strength', 'daniel', 'set', 'enchant', 'u', 'please', 'welcome', 'daniel', 'nguyen', 'spotlight\n']"
"Get ready to be moved by the rhythmic artistry of Harper Robinson! Harper's dance transcends boundaries, creating a visual symphony that speaks to the soul. Let's warmly welcome Harper Robinson to the stage!
","get ready to be moved by the rhythmic artistry of harper robinson! harper's dance transcends boundaries, creating a visual symphony that speaks to the soul. let's warmly welcome harper robinson to the stage!
","get ready to be moved by the rhythmic artistry of harper robinson harpers dance transcends boundaries creating a visual symphony that speaks to the soul lets warmly welcome harper robinson to the stage
","['get', 'ready', 'to', 'be', 'moved', 'by', 'the', 'rhythmic', 'artistry', 'of', 'harper', 'robinson', 'harpers', 'dance', 'transcends', 'boundaries', 'creating', 'a', 'visual', 'symphony', 'that', 'speaks', 'to', 'the', 'soul', 'lets', 'warmly', 'welcome', 'harper', 'robinson', 'to', 'the', 'stage\n']","['get', 'ready', 'moved', 'rhythmic', 'artistry', 'harper', 'robinson', 'harpers', 'dance', 'transcends', 'boundaries', 'creating', 'visual', 'symphony', 'speaks', 'soul', 'lets', 'warmly', 'welcome', 'harper', 'robinson', 'stage\n']","['get', 'ready', 'moved', 'rhythmic', 'artistry', 'harper', 'robinson', 'harper', 'dance', 'transcends', 'boundary', 'creating', 'visual', 'symphony', 'speaks', 'soul', 'let', 'warmly', 'welcome', 'harper', 'robinson', 'stage\n']"
"Hold your breath for the spellbinding solo of Liam Turner! Liam's dance is a narrative in motion, and tonight, he shares a story that unfolds with every graceful step. Let's applaud the incredible Liam Turner!
","hold your breath for the spellbinding solo of liam turner! liam's dance is a narrative in motion, and tonight, he shares a story that unfolds with every graceful step. let's applaud the incredible liam turner!
","hold your breath for the spellbinding solo of liam turner liams dance is a narrative in motion and tonight he shares a story that unfolds with every graceful step lets applaud the incredible liam turner
","['hold', 'your', 'breath', 'for', 'the', 'spellbinding', 'solo', 'of', 'liam', 'turner', 'liams', 'dance', 'is', 'a', 'narrative', 'in', 'motion', 'and', 'tonight', 'he', 'shares', 'a', 'story', 'that', 'unfolds', 'with', 'every', 'graceful', 'step', 'lets', 'applaud', 'the', 'incredible', 'liam', 'turner\n']","['hold', 'breath', 'spellbinding', 'solo', 'liam', 'turner', 'liams', 'dance', 'narrative', 'motion', 'tonight', 'shares', 'story', 'unfolds', 'every', 'graceful', 'step', 'lets', 'applaud', 'incredible', 'liam', 'turner\n']","['hold', 'breath', 'spellbinding', 'solo', 'liam', 'turner', 'liams', 'dance', 'narrative', 'motion', 'tonight', 'share', 'story', 'unfolds', 'every', 'graceful', 'step', 'let', 'applaud', 'incredible', 'liam', 'turner\n']"
"In the spotlight tonight is the dynamic performer, Olivia Baker! With a fusion of classical and modern elements, Olivia's dance is a celebration of diversity and creativity. Please join me in welcoming Olivia Baker to the stage!
","in the spotlight tonight is the dynamic performer, olivia baker! with a fusion of classical and modern elements, olivia's dance is a celebration of diversity and creativity. please join me in welcoming olivia baker to the stage!
","in the spotlight tonight is the dynamic performer olivia baker with a fusion of classical and modern elements olivias dance is a celebration of diversity and creativity please join me in welcoming olivia baker to the stage
","['in', 'the', 'spotlight', 'tonight', 'is', 'the', 'dynamic', 'performer', 'olivia', 'baker', 'with', 'a', 'fusion', 'of', 'classical', 'and', 'modern', 'elements', 'olivias', 'dance', 'is', 'a', 'celebration', 'of', 'diversity', 'and', 'creativity', 'please', 'join', 'me', 'in', 'welcoming', 'olivia', 'baker', 'to', 'the', 'stage\n']","['spotlight', 'tonight', 'dynamic', 'performer', 'olivia', 'baker', 'fusion', 'classical', 'modern', 'elements', 'olivias', 'dance', 'celebration', 'diversity', 'creativity', 'please', 'join', 'welcoming', 'olivia', 'baker', 'stage\n']","['spotlight', 'tonight', 'dynamic', 'performer', 'olivia', 'baker', 'fusion', 'classical', 'modern', 'element', 'olivias', 'dance', 'celebration', 'diversity', 'creativity', 'please', 'join', 'welcoming', 'olivia', 'baker', 'stage\n']"
"Brace yourselves for the high-energy performance of Jordan Brooks! Known for his electrifying moves and infectious enthusiasm, Jordan is about to set the dance floor ablaze. Let's make some noise for the incredible Jordan Brooks!
","brace yourselves for the high-energy performance of jordan brooks! known for his electrifying moves and infectious enthusiasm, jordan is about to set the dance floor ablaze. let's make some noise for the incredible jordan brooks!
","brace yourselves for the highenergy performance of jordan brooks known for his electrifying moves and infectious enthusiasm jordan is about to set the dance floor ablaze lets make some noise for the incredible jordan brooks
","['brace', 'yourselves', 'for', 'the', 'highenergy', 'performance', 'of', 'jordan', 'brooks', 'known', 'for', 'his', 'electrifying', 'moves', 'and', 'infectious', 'enthusiasm', 'jordan', 'is', 'about', 'to', 'set', 'the', 'dance', 'floor', 'ablaze', 'lets', 'make', 'some', 'noise', 'for', 'the', 'incredible', 'jordan', 'brooks\n']","['brace', 'highenergy', 'performance', 'jordan', 'brooks', 'known', 'electrifying', 'moves', 'infectious', 'enthusiasm', 'jordan', 'set', 'dance', 'floor', 'ablaze', 'lets', 'make', 'noise', 'incredible', 'jordan', 'brooks\n']","['brace', 'highenergy', 'performance', 'jordan', 'brook', 'known', 'electrifying', 'move', 'infectious', 'enthusiasm', 'jordan', 'set', 'dance', 'floor', 'ablaze', 'let', 'make', 'noise', 'incredible', 'jordan', 'brooks\n']"
"Prepare for a visual feast as we introduce the mesmerizing choreography of Mia Foster! Mia's dance transcends the ordinary, promising an experience that will linger in your thoughts. Let's give a warm welcome to Mia Foster!
","prepare for a visual feast as we introduce the mesmerizing choreography of mia foster! mia's dance transcends the ordinary, promising an experience that will linger in your thoughts. let's give a warm welcome to mia foster!
","prepare for a visual feast as we introduce the mesmerizing choreography of mia foster mias dance transcends the ordinary promising an experience that will linger in your thoughts lets give a warm welcome to mia foster
","['prepare', 'for', 'a', 'visual', 'feast', 'as', 'we', 'introduce', 'the', 'mesmerizing', 'choreography', 'of', 'mia', 'foster', 'mias', 'dance', 'transcends', 'the', 'ordinary', 'promising', 'an', 'experience', 'that', 'will', 'linger', 'in', 'your', 'thoughts', 'lets', 'give', 'a', 'warm', 'welcome', 'to', 'mia', 'foster\n']","['prepare', 'visual', 'feast', 'introduce', 'mesmerizing', 'choreography', 'mia', 'foster', 'mias', 'dance', 'transcends', 'ordinary', 'promising', 'experience', 'linger', 'thoughts', 'lets', 'give', 'warm', 'welcome', 'mia', 'foster\n']","['prepare', 'visual', 'feast', 'introduce', 'mesmerizing', 'choreography', 'mia', 'foster', 'mias', 'dance', 'transcends', 'ordinary', 'promising', 'experience', 'linger', 'thought', 'let', 'give', 'warm', 'welcome', 'mia', 'foster\n']"
"Get ready to be entranced by the elegance of Sebastian Mitchell's dance! Sebastian's moves are a study in refinement, and tonight, he graces us with a performance that exudes sophistication. Please welcome Sebastian Mitchell!
","get ready to be entranced by the elegance of sebastian mitchell's dance! sebastian's moves are a study in refinement, and tonight, he graces us with a performance that exudes sophistication. please welcome sebastian mitchell!
","get ready to be entranced by the elegance of sebastian mitchells dance sebastians moves are a study in refinement and tonight he graces us with a performance that exudes sophistication please welcome sebastian mitchell
","['get', 'ready', 'to', 'be', 'entranced', 'by', 'the', 'elegance', 'of', 'sebastian', 'mitchells', 'dance', 'sebastians', 'moves', 'are', 'a', 'study', 'in', 'refinement', 'and', 'tonight', 'he', 'graces', 'us', 'with', 'a', 'performance', 'that', 'exudes', 'sophistication', 'please', 'welcome', 'sebastian', 'mitchell\n']","['get', 'ready', 'entranced', 'elegance', 'sebastian', 'mitchells', 'dance', 'sebastians', 'moves', 'study', 'refinement', 'tonight', 'graces', 'us', 'performance', 'exudes', 'sophistication', 'please', 'welcome', 'sebastian', 'mitchell\n']","['get', 'ready', 'entranced', 'elegance', 'sebastian', 'mitchell', 'dance', 'sebastians', 'move', 'study', 'refinement', 'tonight', 'grace', 'u', 'performance', 'exudes', 'sophistication', 'please', 'welcome', 'sebastian', 'mitchell\n']"
"Hold onto your seats as we welcome the power-packed duo, Ava and Ethan! Their synergy on stage promises an exhilarating experience, where every movement is a testament to their extraordinary connection. Let's cheer for Ava and Ethan!
","hold onto your seats as we welcome the power-packed duo, ava and ethan! their synergy on stage promises an exhilarating experience, where every movement is a testament to their extraordinary connection. let's cheer for ava and ethan!
","hold onto your seats as we welcome the powerpacked duo ava and ethan their synergy on stage promises an exhilarating experience where every movement is a testament to their extraordinary connection lets cheer for ava and ethan
","['hold', 'onto', 'your', 'seats', 'as', 'we', 'welcome', 'the', 'powerpacked', 'duo', 'ava', 'and', 'ethan', 'their', 'synergy', 'on', 'stage', 'promises', 'an', 'exhilarating', 'experience', 'where', 'every', 'movement', 'is', 'a', 'testament', 'to', 'their', 'extraordinary', 'connection', 'lets', 'cheer', 'for', 'ava', 'and', 'ethan\n']","['hold', 'onto', 'seats', 'welcome', 'powerpacked', 'duo', 'ava', 'ethan', 'synergy', 'stage', 'promises', 'exhilarating', 'experience', 'every', 'movement', 'testament', 'extraordinary', 'connection', 'lets', 'cheer', 'ava', 'ethan\n']","['hold', 'onto', 'seat', 'welcome', 'powerpacked', 'duo', 'ava', 'ethan', 'synergy', 'stage', 'promise', 'exhilarating', 'experience', 'every', 'movement', 'testament', 'extraordinary', 'connection', 'let', 'cheer', 'ava', 'ethan\n']"
"Join me in welcoming the phenomenal dancer, Caleb Anderson, to the stage! Caleb's performance is a fusion of cultural influences, creating a dance that is both captivating and culturally rich. Let's give it up for Caleb Anderson!
","join me in welcoming the phenomenal dancer, caleb anderson, to the stage! caleb's performance is a fusion of cultural influences, creating a dance that is both captivating and culturally rich. let's give it up for caleb anderson!
","join me in welcoming the phenomenal dancer caleb anderson to the stage calebs performance is a fusion of cultural influences creating a dance that is both captivating and culturally rich lets give it up for caleb anderson
","['join', 'me', 'in', 'welcoming', 'the', 'phenomenal', 'dancer', 'caleb', 'anderson', 'to', 'the', 'stage', 'calebs', 'performance', 'is', 'a', 'fusion', 'of', 'cultural', 'influences', 'creating', 'a', 'dance', 'that', 'is', 'both', 'captivating', 'and', 'culturally', 'rich', 'lets', 'give', 'it', 'up', 'for', 'caleb', 'anderson\n']","['join', 'welcoming', 'phenomenal', 'dancer', 'caleb', 'anderson', 'stage', 'calebs', 'performance', 'fusion', 'cultural', 'influences', 'creating', 'dance', 'captivating', 'culturally', 'rich', 'lets', 'give', 'caleb', 'anderson\n']","['join', 'welcoming', 'phenomenal', 'dancer', 'caleb', 'anderson', 'stage', 'calebs', 'performance', 'fusion', 'cultural', 'influence', 'creating', 'dance', 'captivating', 'culturally', 'rich', 'let', 'give', 'caleb', 'anderson\n']"
